,Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster,db,Diagnosis
10135,cytosolic part (GO:0044445),8/159,0.10418484,0.265197774,0,0,1.731703752,3.916401557,PYCARD;RPS16;RPL18A;RPL22;RACK1;RPL13;RPL10A;RPL7,Upreg,GO_Cellular_Component_2018,HET
10136,nuclear heterochromatin (GO:0005720),20-Feb,0.118779151,0.298949774,0,0,3.619981326,7.712331777,IKZF1;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10137,lipid droplet (GO:0005811),Apr-64,0.123900214,0.308373866,0,0,2.174592468,4.541155268,NSDHL;LPCAT2;PLIN3;LSS,Upreg,GO_Cellular_Component_2018,HET
10138,microbody lumen (GO:0031907),Mar-42,0.129599177,0.315545823,0,0,2.507640508,5.123884027,FABP1;IDH1;CAT,Upreg,GO_Cellular_Component_2018,HET
10139,peroxisomal matrix (GO:0005782),Mar-42,0.129599177,0.315545823,0,0,2.507640508,5.123884027,FABP1;IDH1;CAT,Upreg,GO_Cellular_Component_2018,HET
10140,intrinsic component of external side of plasma membrane (GO:0031233),22-Feb,0.13900654,0.334811452,0,0,3.257647059,6.428100892,THY1;CD14,Upreg,GO_Cellular_Component_2018,HET
10141,cell cortex part (GO:0044448),Mar-44,0.143345438,0.34158913,0,0,2.385070214,4.632993905,GSN;EPB41L2;CTSZ,Upreg,GO_Cellular_Component_2018,HET
10142,nuclear transcription factor complex (GO:0044798),Apr-71,0.16214059,0.372420763,0,0,1.9466915,3.541599264,CEBPA;STAT3;NFATC1;HIF1A,Upreg,GO_Cellular_Component_2018,HET
10143,axolemma (GO:0030673),6-Jan,0.166273697,0.372420763,0,0,6.509395973,11.67863798,THY1,Upreg,GO_Cellular_Component_2018,HET
10144,AP-1 adaptor complex (GO:0030121),6-Jan,0.166273697,0.372420763,0,0,6.509395973,11.67863798,LDLRAP1,Upreg,GO_Cellular_Component_2018,HET
10145,clathrin coat (GO:0030118),6-Jan,0.166273697,0.372420763,0,0,6.509395973,11.67863798,NECAP2,Upreg,GO_Cellular_Component_2018,HET
10146,paranode region of axon (GO:0033270),6-Jan,0.166273697,0.372420763,0,0,6.509395973,11.67863798,SIRT2,Upreg,GO_Cellular_Component_2018,HET
10147,clathrin vesicle coat (GO:0030125),6-Jan,0.166273697,0.372420763,0,0,6.509395973,11.67863798,NECAP2,Upreg,GO_Cellular_Component_2018,HET
10148,bicellular tight junction (GO:0005923),Apr-72,0.167921862,0.372420763,0,0,1.917964488,3.422140633,CLDN8;F11R;TGFBR1;TJP2,Upreg,GO_Cellular_Component_2018,HET
10149,peroxisomal part (GO:0044439),Apr-75,0.185686165,0.403822338,0,0,1.836638719,3.092343685,FABP1;IDH1;CAT;MGST1,Upreg,GO_Cellular_Component_2018,HET
10150,COPII-coated ER to Golgi transport vesicle (GO:0030134),Apr-75,0.185686165,0.403822338,0,0,1.836638719,3.092343685,CTSZ;B2M;CTSC;HLA-E,Upreg,GO_Cellular_Component_2018,HET
10151,Golgi trans cisterna (GO:0000138),7-Jan,0.19116786,0.403977365,0,0,5.424217002,8.974927827,B4GALT1,Upreg,GO_Cellular_Component_2018,HET
10152,multivesicular body lumen (GO:0097486),7-Jan,0.19116786,0.403977365,0,0,5.424217002,8.974927827,CTSH,Upreg,GO_Cellular_Component_2018,HET
10153,multivesicular body membrane (GO:0032585),7-Jan,0.19116786,0.403977365,0,0,5.424217002,8.974927827,CD63,Upreg,GO_Cellular_Component_2018,HET
10154,cortical cytoskeleton (GO:0030863),Mar-52,0.20243589,0.415790189,0,0,1.994846423,3.186432098,EEF1A1;AKAP13;GSN,Upreg,GO_Cellular_Component_2018,HET
10155,Golgi stack (GO:0005795),28-Feb,0.203137824,0.415790189,0,0,2.505106658,3.992815835,GCNT1;LPCAT2,Upreg,GO_Cellular_Component_2018,HET
10156,polysomal ribosome (GO:0042788),28-Feb,0.203137824,0.415790189,0,0,2.505106658,3.992815835,RPL18A;RPL10A,Upreg,GO_Cellular_Component_2018,HET
10157,integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556),29-Feb,0.214151402,0.415790189,0,0,2.412200436,3.717374621,TAPBP;HLA-E,Upreg,GO_Cellular_Component_2018,HET
10158,microvillus membrane (GO:0031528),8-Jan,0.215319919,0.415790189,0,0,4.649089166,7.139282473,PDPN,Upreg,GO_Cellular_Component_2018,HET
10159,apical dendrite (GO:0097440),8-Jan,0.215319919,0.415790189,0,0,4.649089166,7.139282473,CLU,Upreg,GO_Cellular_Component_2018,HET
10160,chromatin silencing complex (GO:0005677),8-Jan,0.215319919,0.415790189,0,0,4.649089166,7.139282473,SIRT2,Upreg,GO_Cellular_Component_2018,HET
10161,death-inducing signaling complex (GO:0031264),8-Jan,0.215319919,0.415790189,0,0,4.649089166,7.139282473,CFLAR,Upreg,GO_Cellular_Component_2018,HET
10162,spherical high-density lipoprotein particle (GO:0034366),8-Jan,0.215319919,0.415790189,0,0,4.649089166,7.139282473,CLU,Upreg,GO_Cellular_Component_2018,HET
10163,clathrin coat of trans-Golgi network vesicle (GO:0030130),8-Jan,0.215319919,0.415790189,0,0,4.649089166,7.139282473,LDLRAP1,Upreg,GO_Cellular_Component_2018,HET
10164,sarcoplasm (GO:0016528),Feb-31,0.236326057,0.438364253,0,0,2.245609968,3.239388556,GSN;THBS1,Upreg,GO_Cellular_Component_2018,HET
10165,endoplasmic reticulum quality control compartment (GO:0044322),9-Jan,0.238751959,0.438364253,0,0,4.067743289,5.826351121,EDEM1,Upreg,GO_Cellular_Component_2018,HET
10166,pseudopodium (GO:0031143),9-Jan,0.238751959,0.438364253,0,0,4.067743289,5.826351121,MSN,Upreg,GO_Cellular_Component_2018,HET
10167,myosin filament (GO:0032982),9-Jan,0.238751959,0.438364253,0,0,4.067743289,5.826351121,MYH9,Upreg,GO_Cellular_Component_2018,HET
10168,juxtaparanode region of axon (GO:0044224),9-Jan,0.238751959,0.438364253,0,0,4.067743289,5.826351121,SIRT2,Upreg,GO_Cellular_Component_2018,HET
10169,late endosome lumen (GO:0031906),9-Jan,0.238751959,0.438364253,0,0,4.067743289,5.826351121,CTSH,Upreg,GO_Cellular_Component_2018,HET
10170,main axon (GO:0044304),Feb-33,0.258614435,0.468581856,0,0,2.100515045,2.84077224,THY1;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10171,NLRP3 inflammasome complex (GO:0072559),10-Jan,0.261485411,0.468581856,0,0,3.615585384,4.849862305,PYCARD,Upreg,GO_Cellular_Component_2018,HET
10172,lateral element (GO:0000800),10-Jan,0.261485411,0.468581856,0,0,3.615585384,4.849862305,SYCP3,Upreg,GO_Cellular_Component_2018,HET
10173,IkappaB kinase complex (GO:0008385),11-Jan,0.283541067,0.504073008,0,0,3.25385906,4.101158458,PYCARD,Upreg,GO_Cellular_Component_2018,HET
10174,polysome (GO:0005844),Mar-63,0.290452256,0.512293743,0,0,1.628198653,2.012968154,RPL18A;VIM;RPL10A,Upreg,GO_Cellular_Component_2018,HET
10175,integral component of nuclear inner membrane (GO:0005639),12-Jan,0.304939103,0.525433531,0,0,2.957901159,3.512931154,P2RX7,Upreg,GO_Cellular_Component_2018,HET
10176,pericentric heterochromatin (GO:0005721),12-Jan,0.304939103,0.525433531,0,0,2.957901159,3.512931154,IKZF1,Upreg,GO_Cellular_Component_2018,HET
10177,filopodium membrane (GO:0031527),12-Jan,0.304939103,0.525433531,0,0,2.957901159,3.512931154,PDPN,Upreg,GO_Cellular_Component_2018,HET
10178,endoplasmic reticulum-Golgi intermediate compartment (GO:0005793),Apr-95,0.315342543,0.539211676,0,0,1.431499361,1.652087391,CTSZ;TAP1;CTSC;TAPBP,Upreg,GO_Cellular_Component_2018,HET
10179,clathrin coat of endocytic vesicle (GO:0030128),13-Jan,0.325699094,0.541967979,0,0,2.711269575,3.041451636,LDLRAP1,Upreg,GO_Cellular_Component_2018,HET
10180,AP-2 adaptor complex (GO:0030122),13-Jan,0.325699094,0.541967979,0,0,2.711269575,3.041451636,LDLRAP1,Upreg,GO_Cellular_Component_2018,HET
10181,nuclear nucleosome (GO:0000788),13-Jan,0.325699094,0.541967979,0,0,2.711269575,3.041451636,TNP2,Upreg,GO_Cellular_Component_2018,HET
10182,P-body (GO:0000932),Mar-68,0.331490542,0.541967979,0,0,1.502564103,1.65906517,TRIM5;ZFP36L1;PNRC2,Upreg,GO_Cellular_Component_2018,HET
10183,contractile actin filament bundle (GO:0097517),Feb-40,0.336310487,0.541967979,0,0,1.712958868,1.866646355,MYH9;LCP1,Upreg,GO_Cellular_Component_2018,HET
10184,stress fiber (GO:0001725),Feb-40,0.336310487,0.541967979,0,0,1.712958868,1.866646355,MYH9;LCP1,Upreg,GO_Cellular_Component_2018,HET
10185,anchored component of plasma membrane (GO:0046658),Feb-40,0.336310487,0.541967979,0,0,1.712958868,1.866646355,THY1;CD14,Upreg,GO_Cellular_Component_2018,HET
10186,peroxisomal membrane (GO:0005778),Feb-40,0.336310487,0.541967979,0,0,1.712958868,1.866646355,CAT;MGST1,Upreg,GO_Cellular_Component_2018,HET
10187,MHC class II protein complex (GO:0042613),14-Jan,0.345840036,0.549296643,0,0,2.502581311,2.65718812,HLA-DOB,Upreg,GO_Cellular_Component_2018,HET
10188,heterochromatin (GO:0000792),Feb-41,0.347254034,0.549296643,0,0,1.668950657,1.765246906,SALL1;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10189,fibrillar center (GO:0001650),5/131,0.353292239,0.549296643,0,0,1.292162698,1.344443203,AKNA;TFCP2L1;LIPA;YY1AP1;ACACA,Upreg,GO_Cellular_Component_2018,HET
10190,intermediate filament cytoskeleton (GO:0045111),Mar-71,0.356105364,0.549296643,0,0,1.436051693,1.482764481,VIM;DDX60;S100A8,Upreg,GO_Cellular_Component_2018,HET
10191,coated vesicle (GO:0030135),Mar-71,0.356105364,0.549296643,0,0,1.436051693,1.482764481,SNX18;CTSZ;CTSC,Upreg,GO_Cellular_Component_2018,HET
10192,very-low-density lipoprotein particle (GO:0034361),15-Jan,0.365380356,0.549296643,0,0,2.323705657,2.339544954,APOE,Upreg,GO_Cellular_Component_2018,HET
10193,synaptonemal structure (GO:0099086),15-Jan,0.365380356,0.549296643,0,0,2.323705657,2.339544954,SYCP3,Upreg,GO_Cellular_Component_2018,HET
10194,lamellar body (GO:0042599),15-Jan,0.365380356,0.549296643,0,0,2.323705657,2.339544954,CTSH,Upreg,GO_Cellular_Component_2018,HET
10195,intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235),15-Jan,0.365380356,0.549296643,0,0,2.323705657,2.339544954,RASAL3,Upreg,GO_Cellular_Component_2018,HET
10196,Ino80 complex (GO:0031011),15-Jan,0.365380356,0.549296643,0,0,2.323705657,2.339544954,YY1AP1,Upreg,GO_Cellular_Component_2018,HET
10197,secretory vesicle (GO:0099503),16-Jan,0.384337938,0.555430311,0,0,2.168680089,2.07376361,IGF1,Upreg,GO_Cellular_Component_2018,HET
10198,CHD-type complex (GO:0090545),16-Jan,0.384337938,0.555430311,0,0,2.168680089,2.07376361,SALL1,Upreg,GO_Cellular_Component_2018,HET
10199,BLOC-1 complex (GO:0031083),16-Jan,0.384337938,0.555430311,0,0,2.168680089,2.07376361,SNAPIN,Upreg,GO_Cellular_Component_2018,HET
10200,T cell receptor complex (GO:0042101),16-Jan,0.384337938,0.555430311,0,0,2.168680089,2.07376361,CD3D,Upreg,GO_Cellular_Component_2018,HET
10201,NuRD complex (GO:0016581),16-Jan,0.384337938,0.555430311,0,0,2.168680089,2.07376361,SALL1,Upreg,GO_Cellular_Component_2018,HET
10202,exocytic vesicle (GO:0070382),16-Jan,0.384337938,0.555430311,0,0,2.168680089,2.07376361,IGF1,Upreg,GO_Cellular_Component_2018,HET
10203,cytoplasmic ribonucleoprotein granule (GO:0036464),6/170,0.397327248,0.570521177,0,0,1.190974372,1.099263433,TRIM5;BLNK;CTSH;PABPC1;ZFP36L1;PNRC2,Upreg,GO_Cellular_Component_2018,HET
10204,intermediate filament (GO:0005882),Feb-46,0.400943492,0.570959174,0,0,1.478915202,1.351632038,VIM;LDLRAP1,Upreg,GO_Cellular_Component_2018,HET
10205,clathrin adaptor complex (GO:0030131),17-Jan,0.402730132,0.570959174,0,0,2.033032718,1.849020059,LDLRAP1,Upreg,GO_Cellular_Component_2018,HET
10206,axon (GO:0030424),5/141,0.412621966,0.581303902,0,0,1.19652971,1.059196147,C4A;STAT1;PPT1;LDLRAP1;DNM2,Upreg,GO_Cellular_Component_2018,HET
10207,autophagosome membrane (GO:0000421),18-Jan,0.420573771,0.586910526,0,0,1.913343861,1.657214808,SH3GLB1,Upreg,GO_Cellular_Component_2018,HET
10208,actomyosin (GO:0042641),Feb-48,0.42184194,0.586910526,0,0,1.414468396,1.220862446,MYH9;LCP1,Upreg,GO_Cellular_Component_2018,HET
10209,ribonucleoprotein granule (GO:0035770),Mar-80,0.428875496,0.593013031,0,0,1.267611177,1.0731452,BLNK;CTSH;PABPC1,Upreg,GO_Cellular_Component_2018,HET
10210,cytosolic small ribosomal subunit (GO:0022627),Feb-49,0.43214986,0.593874654,0,0,1.384301806,1.16140548,RPS16;RACK1,Upreg,GO_Cellular_Component_2018,HET
10211,Golgi cisterna (GO:0031985),Feb-50,0.442358709,0.604197261,0,0,1.355392157,1.105504154,B4GALT1;GCNT1,Upreg,GO_Cellular_Component_2018,HET
10212,mitochondrial outer membrane (GO:0005741),4/115,0.450467369,0.61154358,0,0,1.172356167,0.934918448,SLC44A1;BCL2A1;GPAM;HK2,Upreg,GO_Cellular_Component_2018,HET
10213,dendrite membrane (GO:0032590),20-Jan,0.45468024,0.61354442,0,0,1.711762628,1.349144334,THY1,Upreg,GO_Cellular_Component_2018,HET
10214,trans-Golgi network membrane (GO:0032588),Mar-85,0.468054198,0.627809224,0,0,1.190009855,0.903421187,RAB31;PLD4;SCAMP2,Upreg,GO_Cellular_Component_2018,HET
10215,small ribosomal subunit (GO:0015935),Feb-53,0.472359493,0.629812658,0,0,1.27546548,0.956618172,RPS16;RACK1,Upreg,GO_Cellular_Component_2018,HET
10216,trans-Golgi network (GO:0005802),6/185,0.476638205,0.630284566,0,0,1.0903213,0.807925419,RAB31;GCNT1;PLD4;GSAP;RAB7B;SCAMP2,Upreg,GO_Cellular_Component_2018,HET
10217,ER to Golgi transport vesicle membrane (GO:0012507),Feb-54,0.482142079,0.630284566,0,0,1.250872657,0.912532167,B2M;HLA-E,Upreg,GO_Cellular_Component_2018,HET
10218,nucleolar part (GO:0044452),5/153,0.482583486,0.630284566,0,0,1.098828981,0.800608275,AKNA;TFCP2L1;LIPA;YY1AP1;ACACA,Upreg,GO_Cellular_Component_2018,HET
10219,telomerase holoenzyme complex (GO:0005697),22-Jan,0.486782276,0.630284566,0,0,1.54857782,1.114880526,TEP1,Upreg,GO_Cellular_Component_2018,HET
10220,INO80-type complex (GO:0097346),22-Jan,0.486782276,0.630284566,0,0,1.54857782,1.114880526,YY1AP1,Upreg,GO_Cellular_Component_2018,HET
10221,actin filament (GO:0005884),Feb-55,0.491811915,0.633137178,0,0,1.227207864,0.870899009,HCK;LCP1,Upreg,GO_Cellular_Component_2018,HET
10222,U5 snRNP (GO:0005682),23-Jan,0.502118661,0.642711886,0,0,1.478111653,1.018298924,TEP1,Upreg,GO_Cellular_Component_2018,HET
10223,Golgi-associated vesicle (GO:0005798),Feb-58,0.520126083,0.661978652,0,0,1.161284514,0.759113139,CTSZ;CTSC,Upreg,GO_Cellular_Component_2018,HET
10224,nuclear matrix (GO:0016363),Feb-59,0.529327126,0.66876887,0,0,1.14085213,0.725751545,SPARC;TEP1,Upreg,GO_Cellular_Component_2018,HET
10225,nuclear inner membrane (GO:0005637),25-Jan,0.531432406,0.66876887,0,0,1.354795861,0.856473853,DPY19L4,Upreg,GO_Cellular_Component_2018,HET
10226,nucleolus (GO:0005730),20/676,0.548877439,0.686863387,0,0,0.990563047,0.594219067,SLC14A1;STAT1;NCF2;DDX31;CAPG;STON2;YY1AP1;SIRT2;ACAT2;RPL7;PYCARD;EEF1A1;MOB1A;RNF213;CPS1;RPL13;ANG;MNDA;PTPN6;CTSB,Upreg,GO_Cellular_Component_2018,HET
10227,vacuole (GO:0005773),Feb-62,0.55620258,0.692163211,0,0,1.083641457,0.635688676,GLB1;TP53INP2,Upreg,GO_Cellular_Component_2018,HET
10228,synaptonemal complex (GO:0000795),28-Jan,0.572203883,0.708141823,0,0,1.20407656,0.672187674,SYCP3,Upreg,GO_Cellular_Component_2018,HET
10229,sarcoplasmic reticulum (GO:0016529),29-Jan,0.584991463,0.719989493,0,0,1.161013902,0.62248692,THBS1,Upreg,GO_Cellular_Component_2018,HET
10230,endosomal part (GO:0044440),31-Jan,0.609433123,0.737908213,0,0,1.083501119,0.536577991,CD63,Upreg,GO_Cellular_Component_2018,HET
10231,intercalated disc (GO:0014704),31-Jan,0.609433123,0.737908213,0,0,1.083501119,0.536577991,FXYD1,Upreg,GO_Cellular_Component_2018,HET
10232,vesicle coat (GO:0030120),31-Jan,0.609433123,0.737908213,0,0,1.083501119,0.536577991,NECAP2,Upreg,GO_Cellular_Component_2018,HET
10233,mitochondrial envelope (GO:0005740),Feb-69,0.614587676,0.740148599,0,0,0.970074,0.472235595,ADAP2;COA6,Upreg,GO_Cellular_Component_2018,HET
10234,dendrite (GO:0030425),6/215,0.623202701,0.746510188,0,0,0.932358585,0.440896944,C4A;STAT1;RACK1;THY1;APOE;CLU,Upreg,GO_Cellular_Component_2018,HET
10235,precatalytic spliceosome (GO:0071011),Jan-33,0.632437569,0.750743818,0,0,1.015677433,0.465356757,TEP1,Upreg,GO_Cellular_Component_2018,HET
10236,nuclear chromatin (GO:0000790),7/253,0.633440097,0.750743818,0,0,0.923928621,0.421856424,SPI1;STAT1;STAT3;NFATC1;TNP2;YY1AP1;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10237,chromosomal region (GO:0098687),Feb-76,0.666907108,0.78624838,0,0,0.877992278,0.355678632,SALL1;SYCP3,Upreg,GO_Cellular_Component_2018,HET
10238,site of DNA damage (GO:0090734),Jan-37,0.674467386,0.790998401,0,0,0.902637957,0.355487673,PARP9,Upreg,GO_Cellular_Component_2018,HET
10239,nuclear periphery (GO:0034399),Feb-78,0.680762449,0.794100316,0,0,0.854798762,0.328705906,SPARC;TEP1,Upreg,GO_Cellular_Component_2018,HET
10240,cytoplasmic microtubule (GO:0005881),Jan-38,0.684202504,0.794100316,0,0,0.878196989,0.33327694,SERP1,Upreg,GO_Cellular_Component_2018,HET
10241,mitochondrial matrix (GO:0005759),8/308,0.70393441,0.812790246,0,0,0.864878325,0.303632916,RIDA;GPX1;CPS1;LACTB2;GFM2;HOGA1;ALDH1L2;OTC,Upreg,GO_Cellular_Component_2018,HET
10242,aggresome (GO:0016235),Jan-41,0.711698301,0.813369487,0,0,0.812206376,0.276232356,EDEM1,Upreg,GO_Cellular_Component_2018,HET
10243,cytoplasmic stress granule (GO:0010494),Jan-41,0.711698301,0.813369487,0,0,0.812206376,0.276232356,PABPC1,Upreg,GO_Cellular_Component_2018,HET
10244,mitotic spindle (GO:0072686),Feb-84,0.7195144,0.818128049,0,0,0.792006559,0.26071172,CAPG;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10245,cis-Golgi network (GO:0005801),Jan-47,0.759726321,0.859488364,0,0,0.706047563,0.194019762,GOLIM4,Upreg,GO_Cellular_Component_2018,HET
10246,"chromosome, centromeric region (GO:0000775)",Jan-49,0.77388961,0.871111923,0,0,0.676559004,0.173419689,SYCP3,Upreg,GO_Cellular_Component_2018,HET
10247,centriole (GO:0005814),Feb-95,0.780266969,0.873899005,0,0,0.697930785,0.173169993,CAPG;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10248,polymeric cytoskeletal fiber (GO:0099513),5/221,0.792725387,0.880017297,0,0,0.75024243,0.174265122,HCK;LCP1;VIM;SIRT2;DNM2,Upreg,GO_Cellular_Component_2018,HET
10249,nuclear DNA-directed RNA polymerase complex (GO:0055029),Jan-52,0.793587027,0.880017297,0,0,0.636662719,0.147191372,MYO6,Upreg,GO_Cellular_Component_2018,HET
10250,RNA polymerase II transcription factor complex (GO:0090575),3/147,0.81877053,0.903337875,0,0,0.675469978,0.13506118,CEBPA;STAT3;HIF1A,Upreg,GO_Cellular_Component_2018,HET
10251,mitochondrial intermembrane space (GO:0005758),Jan-57,0.822682708,0.903337875,0,0,0.579668025,0.11314232,COA6,Upreg,GO_Cellular_Component_2018,HET
10252,spliceosomal snRNP complex (GO:0097525),Jan-59,0.833140069,0.910357929,0,0,0.559621615,0.102160885,TEP1,Upreg,GO_Cellular_Component_2018,HET
10253,PML body (GO:0016605),Jan-62,0.847682954,0.921752338,0,0,0.532016724,0.087915013,ELF4,Upreg,GO_Cellular_Component_2018,HET
10254,Cul3-RING ubiquitin ligase complex (GO:0031463),Jan-70,0.88057102,0.952888447,0,0,0.470139092,0.059794497,BACH1,Upreg,GO_Cellular_Component_2018,HET
10255,microtubule organizing center part (GO:0044450),2/126,0.893636381,0.962377641,0,0,0.522607753,0.058770544,CAPG;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10256,"DNA-directed RNA polymerase II, holoenzyme (GO:0016591)",Jan-90,0.935012962,0.996665686,0,0,0.364112812,0.024466519,MYO6,Upreg,GO_Cellular_Component_2018,HET
10257,mitochondrion (GO:0005739),23/1026,0.942097034,0.996665686,0,0,0.735076999,0.043845139,STARD4;GPX1;NIPSNAP3A;SLC44A1;MGST1;HOGA1;TFCP2L1;PARP9;PRDX6;ALDH1L2;CLU;IRGM;ACAT2;IFIT3;ELK3;TNFRSF1A;PYCARD;AIM2;UCP2;CAT;RACK1;COA6;OTC,Upreg,GO_Cellular_Component_2018,HET
10258,chromatin (GO:0000785),5/296,0.943186898,0.996665686,0,0,0.554704189,0.032445103,SPI1;SALL1;STAT1;STAT3;NFATC1,Upreg,GO_Cellular_Component_2018,HET
10259,chromosome (GO:0005694),Jan-97,0.94748719,0.996665686,0,0,0.337440576,0.018202173,SIRT2,Upreg,GO_Cellular_Component_2018,HET
10260,nuclear chromosome part (GO:0044454),7/392,0.950088877,0.996665686,0,0,0.586070878,0.030006679,SPI1;STAT1;STAT3;NFATC1;TNP2;SYCP3;YY1AP1,Upreg,GO_Cellular_Component_2018,HET
10261,microtubule (GO:0005874),3/210,0.952171683,0.996665686,0,0,0.468355048,0.022954044,SERP1;SIRT2;DNM2,Upreg,GO_Cellular_Component_2018,HET
10262,spliceosomal complex (GO:0005681),1/114,0.968714739,0.999966964,0,0,0.286422759,0.009103975,TEP1,Upreg,GO_Cellular_Component_2018,HET
10263,microtubule cytoskeleton (GO:0015630),6/388,0.976199748,0.999966964,0,0,0.505514657,0.012176864,GAS2L3;FES;TAP1;SOX9;SIRT2;DNM2,Upreg,GO_Cellular_Component_2018,HET
10264,spindle (GO:0005819),2/186,0.976470487,0.999966964,0,0,0.351096091,0.008359862,CAPG;SIRT2,Upreg,GO_Cellular_Component_2018,HET
10265,nuclear speck (GO:0016607),4/296,0.97830145,0.999966964,0,0,0.44147474,0.009684819,ERBIN;BMP2K;LPXN;HIF1A,Upreg,GO_Cellular_Component_2018,HET
10266,nucleoplasm part (GO:0044451),6/407,0.983511147,0.999966964,0,0,0.48108156,0.00799861,GON4L;ELF4;MYO6;NFATC1;HIF1A;FLI1,Upreg,GO_Cellular_Component_2018,HET
10267,cullin-RING ubiquitin ligase complex (GO:0031461),1/181,0.995952752,0.999966964,0,0,0.179185309,0.000726679,BACH1,Upreg,GO_Cellular_Component_2018,HET
10268,microtubule organizing center (GO:0005815),6/507,0.997915555,0.999966964,0,0,0.383030893,0.00079924,AKNA;TAP1;SIRT2;CTSC;NFE2L2;GNAI2,Upreg,GO_Cellular_Component_2018,HET
10269,centrosome (GO:0005813),5/461,0.998226093,0.999966964,0,0,0.350932758,0.000623075,AKNA;SIRT2;CTSC;NFE2L2;GNAI2,Upreg,GO_Cellular_Component_2018,HET
10270,nuclear body (GO:0016604),8/618,0.998278185,0.999966964,0,0,0.418447494,0.00072111,GON4L;ELF4;BMP2K;ERBIN;LPXN;NFATC1;HIF1A;FLI1,Upreg,GO_Cellular_Component_2018,HET
10271,mitochondrial inner membrane (GO:0005743),1/341,0.999966964,0.999966964,0,0,0.094073233,3.10786494739504e-06,UCP2,Upreg,GO_Cellular_Component_2018,HET
10272,cysteine-type endopeptidase activity (GO:0004197),13/81,7.65436180980583e-07,0.000396496,0,0,6.329447019,89.13646303,CTSZ;USP12;CFLAR;CTSS;PYCARD;CTSO;SFRP1;CAPNS1;CTSH;CTSD;CTSC;CTSB;LGMN,Upreg,GO_Molecular_Function_2018,HET
10273,chemokine activity (GO:0008009),Sep-46,7.27469829078504e-06,0.001622181,0,0,8.011307226,94.78264275,CCL15-CCL14;CXCL6;CXCL10;CCL23;CCL3L1;CCL4;CCL3;CCL18;CCL15,Upreg,GO_Molecular_Function_2018,HET
10274,protein homodimerization activity (GO:0042803),41/664,9.86466431159052e-06,0.001622181,0,0,2.22288301,25.62217537,CSF1R;CEBPA;PON3;TFRC;CSF1;BCL2A1;HPGD;HEXB;PLEK;CD3D;RPL7;PYCARD;HPGDS;ERBB3;TRIM5;GLIPR2;RACK1;HMOX1;APOE;SH3GLB1;FCER1G;DEFA6;STAT1;DEFA4;SLC11A1;IDH1;STAT3;DEFA5;TAP1;DEFA3;HOGA1;S100B;PRDX6;P2RX7;BST2;CAT;S100A6;TLR9;MYH9;ANG;IL6ST,Upreg,GO_Molecular_Function_2018,HET
10275,chemokine receptor binding (GO:0042379),Sep-49,1.25264943677301e-05,0.001622181,0,0,7.409311224,83.63382007,CCL15-CCL14;CXCL6;CXCL10;CCL23;CCL3L1;CCL4;CCL3;CCL18;CCL15,Upreg,GO_Molecular_Function_2018,HET
10276,cysteine-type peptidase activity (GO:0008234),Oct-65,2.12617055606339e-05,0.002202713,0,0,5.992875949,64.47497295,CTSO;SFRP1;CTSZ;USP12;CTSH;CTSD;CTSS;CTSC;CTSB;LGMN,Upreg,GO_Molecular_Function_2018,HET
10277,G-protein coupled nucleotide receptor activity (GO:0001608),8-Apr,4.99991181353707e-05,0.003429997,0,0,32.71332209,323.9765551,P2RY12;P2RY13;GPR34;PTAFR,Upreg,GO_Molecular_Function_2018,HET
10278,G-protein coupled purinergic nucleotide receptor activity (GO:0045028),8-Apr,4.99991181353707e-05,0.003429997,0,0,32.71332209,323.9765551,P2RY12;P2RY13;GPR34;PTAFR,Upreg,GO_Molecular_Function_2018,HET
10279,purinergic nucleotide receptor activity (GO:0001614),15-May,5.45788987683188e-05,0.003429997,0,0,16.37922297,160.7762123,P2RY12;P2RX7;P2RY13;GPR34;PTAFR,Upreg,GO_Molecular_Function_2018,HET
10280,cytokine receptor activity (GO:0004896),Oct-73,5.95945424436712e-05,0.003429997,0,0,5.229712555,50.87436425,CX3CR1;IL4R;IFNGR1;IL10RB;GFRA1;CSF2RB;OSMR;IL6ST;CD44;CMKLR1,Upreg,GO_Molecular_Function_2018,HET
10281,cadherin binding (GO:0045296),23/313,7.22978773279065e-05,0.00374503,0,0,2.640868677,25.17993227,SH3GLB1;ITGB1;STAT1;IDH1;CAPG;ZC3HAV1;F11R;PRDX6;CNN3;EHD4;PRDX1;FASN;CAPZA1;MYO6;RACK1;PLIN3;MYH9;TAGLN2;ITGA6;TLN1;CLIC1;WASF2;TJP2,Upreg,GO_Molecular_Function_2018,HET
10282,Toll-like receptor binding (GO:0035325),9-Apr,8.78720277650245e-05,0.004137974,0,0,26.1693086,244.4116343,TLR1;UNC93B1;S100A8;TLR2,Upreg,GO_Molecular_Function_2018,HET
